Ch ID,Max power [kW],Time [ISO8601],Predicted output power [kW]
2,250,2025-08-06 19:27:00,247166.5554
2,250,2025-08-06 19:28:00,247166.5554
2,250,2025-08-06 19:29:00,247166.5554
2,250,2025-08-06 19:30:00,247166.5554
2,250,2025-08-06 19:31:00,247166.5554
2,250,2025-08-06 19:32:00,247166.5554
2,250,2025-08-06 19:33:00,247166.5554
2,250,2025-08-06 19:34:00,247166.5554
2,250,2025-08-06 22:50:00,211701.7453
2,250,2025-08-06 22:51:00,211701.7453
2,250,2025-08-06 22:52:00,211701.7453
2,250,2025-08-06 22:53:00,211701.7453
2,250,2025-08-06 22:54:00,211701.7453
2,250,2025-08-06 22:55:00,211701.7453
2,250,2025-08-06 22:56:00,211701.7453
2,250,2025-08-06 22:57:00,211701.7453
2,250,2025-08-06 22:58:00,211701.7453
2,250,2025-08-06 22:59:00,211701.7453
2,250,2025-08-06 23:00:00,211701.7453
2,250,2025-08-06 23:01:00,211701.7453
2,250,2025-08-06 23:02:00,211701.7453
2,250,2025-08-06 23:03:00,211701.7453
2,250,2025-08-06 23:04:00,211701.7453
2,250,2025-08-06 23:05:00,211701.7453
2,250,2025-08-06 23:06:00,211701.7453
2,250,2025-08-06 23:07:00,211701.7453
2,250,2025-08-06 23:08:00,211701.7453
2,250,2025-08-06 23:09:00,211701.7453
2,250,2025-08-06 23:10:00,211701.7453
2,250,2025-08-06 23:11:00,211701.7453
2,250,2025-08-06 23:12:00,211701.7453
2,250,2025-08-06 23:13:00,211701.7453
2,250,2025-08-06 23:14:00,211701.7453
2,250,2025-08-06 23:15:00,211701.7453
2,250,2025-08-06 23:16:00,211701.7453
2,250,2025-08-06 23:17:00,211701.7453
2,250,2025-08-06 23:18:00,211701.7453
2,250,2025-08-06 23:19:00,211701.7453
2,250,2025-08-06 23:20:00,211701.7453
2,250,2025-08-06 23:21:00,211701.7453
2,250,2025-08-06 23:22:00,211701.7453
2,250,2025-08-06 23:23:00,211701.7453
2,250,2025-08-06 23:24:00,211701.7453
2,250,2025-08-06 23:25:00,211701.7453
2,250,2025-08-06 23:26:00,211701.7453
2,250,2025-08-06 23:27:00,211701.7453
2,250,2025-08-06 23:28:00,211701.7453
2,250,2025-08-06 23:29:00,211701.7453
2,250,2025-08-06 23:30:00,211701.7453
2,250,2025-08-06 23:31:00,211701.7453
2,250,2025-08-06 23:32:00,211701.7453
2,250,2025-08-06 23:33:00,211701.7453
2,250,2025-08-06 23:34:00,211701.7453
2,250,2025-08-06 23:35:00,211701.7453
2,250,2025-08-06 23:36:00,211701.7453
2,250,2025-08-06 23:37:00,211701.7453
2,250,2025-08-06 23:38:00,211701.7453
2,250,2025-08-06 23:39:00,211701.7453
2,250,2025-08-06 23:40:00,211701.7453
2,250,2025-08-06 23:42:00,248535.3091
2,250,2025-08-06 23:43:00,248535.3091
2,250,2025-08-06 23:44:00,248535.3091
2,250,2025-08-06 23:45:00,248535.3091
2,250,2025-08-06 23:46:00,248535.3091
2,250,2025-08-06 23:47:00,248535.3091
2,250,2025-08-06 23:48:00,248535.3091
2,250,2025-08-06 23:49:00,248535.3091
2,250,2025-08-06 23:50:00,248535.3091
2,250,2025-08-06 23:51:00,248535.3091
2,250,2025-08-06 23:52:00,248535.3091
2,250,2025-08-06 23:53:00,248535.3091
2,250,2025-08-06 23:54:00,248535.3091
2,250,2025-08-06 23:55:00,248535.3091
2,250,2025-08-06 23:56:00,248535.3091
2,250,2025-08-06 23:57:00,248535.3091
2,250,2025-08-06 23:58:00,248535.3091
2,250,2025-08-06 23:59:00,248535.3091
2,250,2025-08-07 0:00:00,248535.3091
2,250,2025-08-07 0:01:00,248535.3091
2,250,2025-08-07 0:02:00,248535.3091
2,250,2025-08-07 0:03:00,248535.3091
2,250,2025-08-07 0:04:00,248535.3091
2,250,2025-08-07 0:05:00,248535.3091
2,250,2025-08-07 0:06:00,248535.3091
2,250,2025-08-07 0:07:00,248535.3091
2,250,2025-08-07 0:08:00,248535.3091
2,250,2025-08-07 0:09:00,248535.3091
2,250,2025-08-07 0:10:00,248535.3091
2,250,2025-08-07 0:11:00,248535.3091
2,250,2025-08-07 0:12:00,248535.3091
2,250,2025-08-07 0:13:00,248535.3091
2,250,2025-08-07 0:14:00,248535.3091
2,250,2025-08-07 0:15:00,248535.3091
2,250,2025-08-07 0:16:00,248535.3091
2,250,2025-08-07 0:17:00,248535.3091
2,250,2025-08-07 0:18:00,248535.3091
2,250,2025-08-07 0:19:00,248535.3091
2,250,2025-08-07 0:20:00,248535.3091
2,250,2025-08-07 0:21:00,248535.3091
2,250,2025-08-07 0:22:00,248535.3091
2,250,2025-08-07 0:23:00,248535.3091
2,250,2025-08-07 0:24:00,248535.3091
2,250,2025-08-07 0:25:00,248535.3091
2,250,2025-08-07 0:26:00,248535.3091
2,250,2025-08-07 0:27:00,248535.3091
2,250,2025-08-07 0:28:00,248535.3091
2,250,2025-08-07 0:29:00,248535.3091
2,250,2025-08-07 0:30:00,248535.3091
2,250,2025-08-07 0:31:00,248535.3091
2,250,2025-08-07 0:32:00,248535.3091
2,250,2025-08-07 0:33:00,248535.3091
2,250,2025-08-07 0:34:00,248535.3091
2,250,2025-08-07 0:35:00,248535.3091
2,250,2025-08-07 0:36:00,248535.3091
2,250,2025-08-07 0:37:00,248535.3091
2,250,2025-08-07 0:38:00,248535.3091
2,250,2025-08-07 0:39:00,248535.3091
2,250,2025-08-07 0:40:00,248535.3091
2,250,2025-08-07 0:41:00,248535.3091
2,250,2025-08-07 0:42:00,248535.3091
2,250,2025-08-07 0:43:00,248535.3091
2,250,2025-08-07 0:44:00,248535.3091
2,250,2025-08-07 0:45:00,248535.3091
2,250,2025-08-07 0:47:00,212065.3612
2,250,2025-08-07 0:48:00,212065.3612
2,250,2025-08-07 0:49:00,212065.3612
2,250,2025-08-07 0:50:00,212065.3612
2,250,2025-08-07 0:51:00,212065.3612
2,250,2025-08-07 0:52:00,212065.3612
2,250,2025-08-07 0:53:00,212065.3612
2,250,2025-08-07 0:54:00,212065.3612
2,250,2025-08-07 0:55:00,212065.3612
2,250,2025-08-07 0:56:00,212065.3612
2,250,2025-08-07 0:57:00,212065.3612
2,250,2025-08-07 0:58:00,212065.3612
2,250,2025-08-07 0:59:00,212065.3612
2,250,2025-08-07 1:00:00,212065.3612
2,250,2025-08-07 1:01:00,212065.3612
2,250,2025-08-07 1:02:00,212065.3612
2,250,2025-08-07 1:03:00,212065.3612
2,250,2025-08-07 1:04:00,212065.3612
2,250,2025-08-07 1:05:00,212065.3612
2,250,2025-08-07 1:06:00,212065.3612
2,250,2025-08-07 1:07:00,212065.3612
2,250,2025-08-07 1:08:00,212065.3612
2,250,2025-08-07 1:09:00,212065.3612
2,250,2025-08-07 1:10:00,212065.3612
2,250,2025-08-07 1:11:00,212065.3612
2,250,2025-08-07 1:12:00,212065.3612
2,250,2025-08-07 1:13:00,212065.3612
2,250,2025-08-07 1:14:00,212065.3612
2,250,2025-08-07 1:15:00,212065.3612
2,250,2025-08-07 1:16:00,212065.3612
2,250,2025-08-07 1:17:00,212065.3612
2,250,2025-08-07 1:18:00,212065.3612
2,250,2025-08-07 1:19:00,212065.3612
2,250,2025-08-07 1:20:00,212065.3612
2,250,2025-08-07 1:21:00,212065.3612
2,250,2025-08-07 1:22:00,212065.3612
2,250,2025-08-07 1:23:00,212065.3612
2,250,2025-08-07 1:24:00,212065.3612
2,250,2025-08-07 1:25:00,212065.3612
2,250,2025-08-07 1:26:00,212065.3612
2,250,2025-08-07 1:27:00,212065.3612
2,250,2025-08-07 1:28:00,212065.3612
2,250,2025-08-07 1:29:00,212065.3612
2,250,2025-08-07 1:30:00,212065.3612
2,250,2025-08-07 1:31:00,212065.3612
2,250,2025-08-07 1:32:00,212065.3612
2,250,2025-08-07 1:33:00,212065.3612
2,250,2025-08-07 1:34:00,212065.3612
2,250,2025-08-07 1:35:00,212065.3612
2,250,2025-08-07 1:36:00,212065.3612
2,250,2025-08-07 1:37:00,212065.3612
2,250,2025-08-07 1:38:00,212065.3612
2,250,2025-08-07 1:39:00,212065.3612
2,250,2025-08-07 1:40:00,212065.3612
2,250,2025-08-07 1:41:00,212065.3612
2,250,2025-08-07 1:42:00,212065.3612
2,250,2025-08-07 1:43:00,212065.3612
2,250,2025-08-07 1:44:00,212065.3612
2,250,2025-08-07 1:45:00,212065.3612
2,250,2025-08-07 1:46:00,212065.3612
2,250,2025-08-07 1:47:00,212065.3612
2,250,2025-08-07 1:48:00,212065.3612
2,250,2025-08-07 1:49:00,212065.3612
2,250,2025-08-07 1:50:00,212065.3612
2,250,2025-08-07 1:51:00,212065.3612
2,250,2025-08-07 1:52:00,212065.3612
2,250,2025-08-07 1:53:00,212065.3612
2,250,2025-08-07 1:54:00,212065.3612
2,250,2025-08-07 1:55:00,212065.3612
2,250,2025-08-07 1:56:00,212065.3612
2,250,2025-08-07 1:57:00,212065.3612
2,250,2025-08-07 1:58:00,212065.3612
2,250,2025-08-07 1:59:00,212065.3612
2,250,2025-08-07 2:00:00,212065.3612
2,250,2025-08-07 2:01:00,212065.3612
2,250,2025-08-07 2:03:00,223309.2444
2,250,2025-08-07 2:04:00,223309.2444
2,250,2025-08-07 2:05:00,223309.2444
2,250,2025-08-07 2:06:00,223309.2444
2,250,2025-08-07 2:07:00,223309.2444
2,250,2025-08-07 2:08:00,223309.2444
2,250,2025-08-07 2:09:00,223309.2444
2,250,2025-08-07 2:10:00,223309.2444
2,250,2025-08-07 2:11:00,223309.2444
2,250,2025-08-07 2:12:00,223309.2444
2,250,2025-08-07 2:13:00,223309.2444
2,250,2025-08-07 2:14:00,223309.2444
2,250,2025-08-07 2:15:00,223309.2444
2,250,2025-08-07 2:16:00,223309.2444
2,250,2025-08-07 2:17:00,223309.2444
2,250,2025-08-07 2:18:00,223309.2444
2,250,2025-08-07 2:19:00,223309.2444
2,250,2025-08-07 2:20:00,223309.2444
2,250,2025-08-07 2:21:00,223309.2444
2,250,2025-08-07 2:22:00,223309.2444
2,250,2025-08-07 2:23:00,223309.2444
2,250,2025-08-07 2:24:00,223309.2444
2,250,2025-08-07 2:25:00,223309.2444
2,250,2025-08-07 2:26:00,223309.2444
2,250,2025-08-07 2:27:00,223309.2444
2,250,2025-08-07 2:28:00,223309.2444
2,250,2025-08-07 2:29:00,223309.2444
2,250,2025-08-07 2:30:00,223309.2444
2,250,2025-08-07 2:31:00,223309.2444
2,250,2025-08-07 2:32:00,223309.2444
2,250,2025-08-07 2:33:00,223309.2444
2,250,2025-08-07 2:34:00,223309.2444
2,250,2025-08-07 2:35:00,223309.2444
2,250,2025-08-07 2:36:00,223309.2444
2,250,2025-08-07 2:37:00,223309.2444
2,250,2025-08-07 2:38:00,223309.2444
2,250,2025-08-07 2:39:00,223309.2444
2,250,2025-08-07 2:40:00,223309.2444
2,250,2025-08-07 2:41:00,223309.2444
2,250,2025-08-07 2:42:00,223309.2444
2,250,2025-08-07 2:43:00,223309.2444
2,250,2025-08-07 2:44:00,223309.2444
2,250,2025-08-07 2:45:00,223309.2444
2,250,2025-08-07 2:46:00,223309.2444
2,250,2025-08-07 2:47:00,223309.2444
2,250,2025-08-07 2:48:00,223309.2444
2,250,2025-08-07 2:49:00,223309.2444
2,250,2025-08-07 2:50:00,223309.2444
2,250,2025-08-07 2:51:00,223309.2444
2,250,2025-08-07 2:52:00,223309.2444
2,250,2025-08-07 2:53:00,223309.2444
2,250,2025-08-07 2:54:00,223309.2444
2,250,2025-08-07 2:55:00,223309.2444
2,250,2025-08-07 2:56:00,223309.2444
2,250,2025-08-07 2:57:00,223309.2444
2,250,2025-08-07 2:58:00,223309.2444
2,250,2025-08-07 2:59:00,223309.2444
2,250,2025-08-07 3:00:00,223309.2444
2,250,2025-08-07 3:01:00,223309.2444
2,250,2025-08-07 3:02:00,223309.2444
2,250,2025-08-07 3:03:00,223309.2444
2,250,2025-08-07 3:04:00,223309.2444
2,250,2025-08-07 3:05:00,223309.2444
2,250,2025-08-07 3:06:00,223309.2444
2,250,2025-08-07 3:07:00,223309.2444
2,250,2025-08-07 3:08:00,223309.2444
2,250,2025-08-07 3:09:00,223309.2444
2,250,2025-08-07 3:10:00,223309.2444
2,250,2025-08-07 3:11:00,223309.2444
2,250,2025-08-07 3:12:00,223309.2444
2,250,2025-08-07 3:13:00,223309.2444
2,250,2025-08-07 3:14:00,223309.2444
2,250,2025-08-07 3:15:00,223309.2444
2,250,2025-08-07 3:16:00,223309.2444
2,250,2025-08-07 3:17:00,223309.2444
2,250,2025-08-07 3:18:00,223309.2444
2,250,2025-08-07 3:19:00,223309.2444
2,250,2025-08-07 3:20:00,223309.2444
2,250,2025-08-07 3:21:00,223309.2444
2,250,2025-08-07 3:22:00,223309.2444
2,250,2025-08-07 3:23:00,223309.2444
2,250,2025-08-07 3:24:00,223309.2444
2,250,2025-08-07 3:25:00,223309.2444
2,250,2025-08-07 3:26:00,223309.2444
2,250,2025-08-07 3:27:00,223309.2444
2,250,2025-08-07 3:29:00,236772.6407
2,250,2025-08-07 3:30:00,236772.6407
2,250,2025-08-07 3:31:00,236772.6407
2,250,2025-08-07 3:32:00,236772.6407
2,250,2025-08-07 3:33:00,236772.6407
2,250,2025-08-07 3:34:00,236772.6407
2,250,2025-08-07 3:35:00,236772.6407
2,250,2025-08-07 3:36:00,236772.6407
2,250,2025-08-07 3:37:00,236772.6407
2,250,2025-08-07 3:38:00,236772.6407
2,250,2025-08-07 3:39:00,236772.6407
2,250,2025-08-07 3:40:00,236772.6407
2,250,2025-08-07 3:41:00,236772.6407
2,250,2025-08-07 3:42:00,236772.6407
2,250,2025-08-07 3:43:00,236772.6407
2,250,2025-08-07 3:44:00,236772.6407
2,250,2025-08-07 3:45:00,236772.6407
2,250,2025-08-07 3:46:00,236772.6407
2,250,2025-08-07 3:47:00,236772.6407
2,250,2025-08-07 3:48:00,236772.6407
2,250,2025-08-07 3:49:00,236772.6407
2,250,2025-08-07 3:50:00,236772.6407
2,250,2025-08-07 3:51:00,236772.6407
2,250,2025-08-07 3:52:00,236772.6407
2,250,2025-08-07 3:53:00,236772.6407
2,250,2025-08-07 3:54:00,236772.6407
2,250,2025-08-07 3:55:00,236772.6407
2,250,2025-08-07 3:56:00,236772.6407
2,250,2025-08-07 3:57:00,236772.6407
2,250,2025-08-07 3:58:00,236772.6407
2,250,2025-08-07 3:59:00,236772.6407
2,250,2025-08-07 4:00:00,236772.6407
2,250,2025-08-07 4:01:00,236772.6407
2,250,2025-08-07 4:02:00,236772.6407
2,250,2025-08-07 4:03:00,236772.6407
2,250,2025-08-07 4:04:00,236772.6407
2,250,2025-08-07 4:05:00,236772.6407
2,250,2025-08-07 4:06:00,236772.6407
2,250,2025-08-07 4:07:00,236772.6407
2,250,2025-08-07 4:08:00,236772.6407
2,250,2025-08-07 4:09:00,236772.6407
2,250,2025-08-07 4:10:00,236772.6407
2,250,2025-08-07 4:11:00,236772.6407
2,250,2025-08-07 4:12:00,236772.6407
2,250,2025-08-07 4:13:00,236772.6407
2,250,2025-08-07 4:14:00,236772.6407
2,250,2025-08-07 4:15:00,236772.6407
2,250,2025-08-07 4:16:00,236772.6407
2,250,2025-08-07 4:17:00,236772.6407
2,250,2025-08-07 4:18:00,236772.6407
2,250,2025-08-07 4:19:00,236772.6407
2,250,2025-08-07 4:20:00,236772.6407
2,250,2025-08-07 4:21:00,236772.6407
2,250,2025-08-07 4:22:00,236772.6407
2,250,2025-08-07 4:23:00,236772.6407
2,250,2025-08-07 4:24:00,236772.6407
2,250,2025-08-07 4:25:00,236772.6407
2,250,2025-08-07 4:26:00,236772.6407
2,250,2025-08-07 4:27:00,236772.6407
2,250,2025-08-07 4:28:00,236772.6407
2,250,2025-08-07 4:29:00,236772.6407
2,250,2025-08-07 4:30:00,236772.6407
2,250,2025-08-07 4:31:00,236772.6407
2,250,2025-08-07 4:32:00,236772.6407
2,250,2025-08-07 4:33:00,236772.6407
2,250,2025-08-07 4:34:00,236772.6407
2,250,2025-08-07 4:35:00,236772.6407
2,250,2025-08-07 4:36:00,236772.6407
2,250,2025-08-07 4:37:00,236772.6407
2,250,2025-08-07 4:38:00,236772.6407
2,250,2025-08-07 4:39:00,236772.6407
2,250,2025-08-07 4:40:00,236772.6407
2,250,2025-08-07 4:41:00,236772.6407
2,250,2025-08-07 4:42:00,236772.6407
2,250,2025-08-07 4:43:00,236772.6407
2,250,2025-08-07 4:44:00,236772.6407
2,250,2025-08-07 4:45:00,236772.6407
2,250,2025-08-07 4:46:00,236772.6407
2,250,2025-08-07 4:47:00,236772.6407
2,250,2025-08-07 4:48:00,236772.6407
2,250,2025-08-07 4:49:00,236772.6407
2,250,2025-08-07 4:50:00,236772.6407
2,250,2025-08-07 4:51:00,236772.6407
2,250,2025-08-07 4:52:00,236772.6407
2,250,2025-08-07 4:53:00,236772.6407
2,250,2025-08-07 4:54:00,236772.6407
2,250,2025-08-07 4:55:00,236772.6407
2,250,2025-08-07 4:56:00,236772.6407
2,250,2025-08-07 4:57:00,236772.6407
2,250,2025-08-07 4:58:00,236772.6407
2,250,2025-08-07 4:59:00,236772.6407
2,250,2025-08-07 5:00:00,236772.6407
2,250,2025-08-07 5:01:00,236772.6407
2,250,2025-08-07 5:02:00,236772.6407
2,250,2025-08-07 5:03:00,236772.6407
2,250,2025-08-07 5:04:00,236772.6407
2,250,2025-08-07 5:05:00,236772.6407
2,250,2025-08-07 5:06:00,236772.6407
2,250,2025-08-07 5:08:00,230740.03
2,250,2025-08-07 5:09:00,230740.03
2,250,2025-08-07 5:10:00,230740.03
2,250,2025-08-07 5:11:00,230740.03
2,250,2025-08-07 5:12:00,230740.03
2,250,2025-08-07 5:13:00,230740.03
2,250,2025-08-07 5:14:00,230740.03
2,250,2025-08-07 5:15:00,230740.03
2,250,2025-08-07 5:16:00,230740.03
2,250,2025-08-07 5:17:00,230740.03
2,250,2025-08-07 5:18:00,230740.03
2,250,2025-08-07 5:19:00,230740.03
2,250,2025-08-07 5:20:00,230740.03
2,250,2025-08-07 5:21:00,230740.03
2,250,2025-08-07 5:22:00,230740.03
2,250,2025-08-07 5:23:00,230740.03
2,250,2025-08-07 5:24:00,230740.03
2,250,2025-08-07 5:25:00,230740.03
2,250,2025-08-07 5:26:00,230740.03
2,250,2025-08-07 5:27:00,230740.03
2,250,2025-08-07 5:28:00,230740.03
2,250,2025-08-07 5:29:00,230740.03
2,250,2025-08-07 5:30:00,230740.03
2,250,2025-08-07 5:31:00,230740.03
2,250,2025-08-07 5:32:00,230740.03
2,250,2025-08-07 5:33:00,230740.03
2,250,2025-08-07 5:34:00,230740.03
2,250,2025-08-07 5:35:00,230740.03
2,250,2025-08-07 5:36:00,230740.03
2,250,2025-08-07 5:37:00,230740.03
2,250,2025-08-07 5:38:00,230740.03
2,250,2025-08-07 5:39:00,230740.03
2,250,2025-08-07 5:40:00,230740.03
2,250,2025-08-07 5:41:00,230740.03
2,250,2025-08-07 5:42:00,230740.03
2,250,2025-08-07 5:43:00,230740.03
2,250,2025-08-07 5:44:00,230740.03
2,250,2025-08-07 5:45:00,230740.03
2,250,2025-08-07 5:46:00,230740.03
2,250,2025-08-07 5:47:00,230740.03
2,250,2025-08-07 5:48:00,230740.03
2,250,2025-08-07 5:49:00,230740.03
2,250,2025-08-07 5:50:00,230740.03
2,250,2025-08-07 5:51:00,230740.03
2,250,2025-08-07 5:52:00,230740.03
2,250,2025-08-07 5:53:00,230740.03
2,250,2025-08-07 5:54:00,230740.03
2,250,2025-08-07 5:55:00,230740.03
2,250,2025-08-07 5:56:00,230740.03
2,250,2025-08-07 5:57:00,230740.03
2,250,2025-08-07 5:58:00,230740.03
2,250,2025-08-07 5:59:00,230740.03
2,250,2025-08-07 6:00:00,230740.03
2,250,2025-08-07 6:01:00,230740.03
2,250,2025-08-07 6:02:00,230740.03
2,250,2025-08-07 6:03:00,230740.03
2,250,2025-08-07 6:04:00,230740.03
2,250,2025-08-07 6:05:00,230740.03
2,250,2025-08-07 6:06:00,230740.03
2,250,2025-08-07 6:07:00,230740.03
2,250,2025-08-07 6:08:00,230740.03
2,250,2025-08-07 6:09:00,230740.03
2,250,2025-08-07 6:10:00,230740.03
2,250,2025-08-07 6:11:00,230740.03
2,250,2025-08-07 6:12:00,230740.03
2,250,2025-08-07 6:13:00,230740.03
2,250,2025-08-07 6:14:00,230740.03
2,250,2025-08-07 6:15:00,230740.03
2,250,2025-08-07 6:16:00,230740.03
2,250,2025-08-07 6:17:00,230740.03
2,250,2025-08-07 6:18:00,230740.03
2,250,2025-08-07 6:19:00,230740.03
2,250,2025-08-07 6:20:00,230740.03
2,250,2025-08-07 6:21:00,230740.03
2,250,2025-08-07 6:22:00,230740.03
2,250,2025-08-07 6:23:00,230740.03
2,250,2025-08-07 6:24:00,230740.03
2,250,2025-08-07 6:25:00,230740.03
2,250,2025-08-07 6:26:00,230740.03
2,250,2025-08-07 6:27:00,230740.03
2,250,2025-08-07 6:28:00,230740.03
2,250,2025-08-07 6:29:00,230740.03
2,250,2025-08-07 6:30:00,230740.03
2,250,2025-08-07 6:31:00,230740.03
2,250,2025-08-07 6:32:00,230740.03
2,250,2025-08-07 6:33:00,230740.03
2,250,2025-08-07 6:34:00,230740.03
2,250,2025-08-07 6:35:00,230740.03
2,250,2025-08-07 6:36:00,230740.03
2,250,2025-08-07 6:37:00,230740.03
2,250,2025-08-07 6:38:00,230740.03
2,250,2025-08-07 6:39:00,230740.03
2,250,2025-08-07 6:40:00,230740.03
2,250,2025-08-07 6:41:00,230740.03
2,250,2025-08-07 6:42:00,230740.03
2,250,2025-08-07 6:43:00,230740.03
2,250,2025-08-07 6:44:00,230740.03
2,250,2025-08-07 6:45:00,230740.03
2,250,2025-08-07 6:46:00,230740.03
2,250,2025-08-07 6:47:00,230740.03
2,250,2025-08-07 6:48:00,230740.03
2,250,2025-08-07 6:49:00,230740.03
2,250,2025-08-07 6:50:00,230740.03
2,250,2025-08-07 6:51:00,230740.03
2,250,2025-08-07 6:52:00,230740.03
2,250,2025-08-07 6:53:00,230740.03
2,250,2025-08-07 6:54:00,230740.03
2,250,2025-08-07 6:55:00,230740.03
2,250,2025-08-07 6:56:00,230740.03
2,250,2025-08-07 6:57:00,230740.03
2,250,2025-08-07 6:58:00,230740.03
2,250,2025-08-07 6:59:00,230740.03
3,500,2025-08-06 10:09:00,242601.7883
3,500,2025-08-06 10:10:00,242601.7883
3,500,2025-08-06 10:11:00,242601.7883
3,500,2025-08-06 10:12:00,242601.7883
3,500,2025-08-06 10:13:00,242601.7883
3,500,2025-08-06 10:14:00,242601.7883
3,500,2025-08-06 10:15:00,242601.7883
3,500,2025-08-06 10:16:00,242601.7883
3,500,2025-08-06 10:17:00,242601.7883
3,500,2025-08-06 10:49:00,240529.6432
3,500,2025-08-06 10:50:00,240529.6432
3,500,2025-08-06 10:51:00,240529.6432
3,500,2025-08-06 10:52:00,240529.6432
3,500,2025-08-06 10:53:00,240529.6432
3,500,2025-08-06 10:54:00,240529.6432
3,500,2025-08-06 10:55:00,240529.6432
3,500,2025-08-06 10:56:00,240529.6432
3,500,2025-08-06 10:57:00,240529.6432
3,500,2025-08-06 10:58:00,240529.6432
3,500,2025-08-06 10:59:00,240529.6432
3,500,2025-08-06 11:00:00,240529.6432
3,500,2025-08-06 11:01:00,240529.6432
3,500,2025-08-06 11:02:00,240529.6432
3,500,2025-08-06 11:03:00,240529.6432
3,500,2025-08-06 11:04:00,240529.6432
3,500,2025-08-06 11:05:00,240529.6432
3,500,2025-08-06 11:06:00,240529.6432
3,500,2025-08-06 11:07:00,240529.6432
3,500,2025-08-06 11:08:00,240529.6432
3,500,2025-08-06 11:09:00,240529.6432
3,500,2025-08-06 11:10:00,240529.6432
3,500,2025-08-06 11:11:00,240529.6432
3,500,2025-08-06 11:41:00,248889.1146
3,500,2025-08-06 11:42:00,248889.1146
3,500,2025-08-06 11:43:00,248889.1146
3,500,2025-08-06 11:44:00,248889.1146
3,500,2025-08-06 11:45:00,248889.1146
3,500,2025-08-06 11:46:00,248889.1146
3,500,2025-08-06 11:47:00,248889.1146
3,500,2025-08-06 11:48:00,248889.1146
3,500,2025-08-06 11:49:00,248889.1146
3,500,2025-08-06 11:50:00,248889.1146
3,500,2025-08-06 11:51:00,248889.1146
3,500,2025-08-06 11:52:00,248889.1146
3,500,2025-08-06 11:53:00,248889.1146
3,500,2025-08-06 11:54:00,248889.1146
3,500,2025-08-06 11:55:00,248889.1146
3,500,2025-08-06 11:56:00,248889.1146
3,500,2025-08-06 11:57:00,248889.1146
3,500,2025-08-06 11:58:00,248889.1146
3,500,2025-08-06 11:59:00,248889.1146
3,500,2025-08-06 12:00:00,248889.1146
3,500,2025-08-06 12:01:00,248889.1146
3,500,2025-08-06 12:02:00,248889.1146
3,500,2025-08-06 12:03:00,248889.1146
3,500,2025-08-06 12:04:00,248889.1146
3,500,2025-08-06 12:05:00,248889.1146
3,500,2025-08-06 12:06:00,248889.1146
3,500,2025-08-06 12:07:00,248889.1146
3,500,2025-08-06 12:08:00,248889.1146
3,500,2025-08-06 12:09:00,248889.1146
3,500,2025-08-06 12:10:00,248889.1146
3,500,2025-08-06 12:12:00,246783.4632
3,500,2025-08-06 12:13:00,246783.4632
3,500,2025-08-06 12:14:00,246783.4632
3,500,2025-08-06 12:15:00,246783.4632
3,500,2025-08-06 12:16:00,246783.4632
3,500,2025-08-06 12:17:00,246783.4632
3,500,2025-08-06 12:18:00,246783.4632
3,500,2025-08-06 12:19:00,246783.4632
3,500,2025-08-06 12:20:00,246783.4632
3,500,2025-08-06 12:21:00,246783.4632
3,500,2025-08-06 12:22:00,246783.4632
3,500,2025-08-06 12:23:00,246783.4632
3,500,2025-08-06 12:24:00,246783.4632
3,500,2025-08-06 12:25:00,246783.4632
3,500,2025-08-06 12:26:00,246783.4632
3,500,2025-08-06 12:27:00,246783.4632
3,500,2025-08-06 12:28:00,246783.4632
3,500,2025-08-06 12:29:00,246783.4632
3,500,2025-08-06 12:30:00,246783.4632
3,500,2025-08-06 12:31:00,246783.4632
3,500,2025-08-06 12:32:00,246783.4632
3,500,2025-08-06 12:33:00,246783.4632
3,500,2025-08-06 12:34:00,246783.4632
3,500,2025-08-06 12:35:00,246783.4632
3,500,2025-08-06 12:36:00,246783.4632
3,500,2025-08-06 12:37:00,246783.4632
3,500,2025-08-06 12:38:00,246783.4632
3,500,2025-08-06 12:39:00,246783.4632
3,500,2025-08-06 12:40:00,246783.4632
3,500,2025-08-06 12:41:00,246783.4632
3,500,2025-08-06 12:42:00,246783.4632
3,500,2025-08-06 12:43:00,246783.4632
3,500,2025-08-06 12:44:00,246783.4632
3,500,2025-08-06 12:45:00,246783.4632
3,500,2025-08-06 12:46:00,246783.4632
3,500,2025-08-06 12:47:00,246783.4632
3,500,2025-08-06 12:48:00,246783.4632
3,500,2025-08-06 12:49:00,246783.4632
3,500,2025-08-06 12:50:00,246783.4632
3,500,2025-08-06 12:51:00,246783.4632
3,500,2025-08-06 12:52:00,246783.4632
3,500,2025-08-06 12:53:00,246783.4632
3,500,2025-08-06 12:57:00,491800.0334
3,500,2025-08-06 12:58:00,491800.0334
3,500,2025-08-06 12:59:00,491800.0334
3,500,2025-08-06 13:00:00,491800.0334
3,500,2025-08-06 13:01:00,491800.0334
3,500,2025-08-06 13:02:00,491800.0334
3,500,2025-08-06 13:03:00,491800.0334
3,500,2025-08-06 13:04:00,491800.0334
3,500,2025-08-06 13:05:00,491800.0334
3,500,2025-08-06 13:06:00,491800.0334
3,500,2025-08-06 13:07:00,491800.0334
3,500,2025-08-06 13:08:00,491800.0334
3,500,2025-08-06 13:09:00,491800.0334
3,500,2025-08-06 13:10:00,491800.0334
3,500,2025-08-06 13:11:00,491800.0334
